Timestamp,Elapsed_Sec,RSS_MB,VIRT_MB,Delta_CPU_Pct
20260709_221328,355.69,496.27,552.29,99.7
20260709_221329,356.69,500.7,556.62,99.9
20260709_221330,357.7,116.99,193.9,-1024.5
20260709_221331,358.7,156.37,232.36,18.0
20260709_221332,359.7,134.13,203.49,-9.0
20260709_221333,360.7,158.22,241.2,1.0
20260709_221334,361.71,343.12,425.79,99.7
20260709_221335,362.71,415.95,498.27,99.8
20260709_221336,363.71,499.05,564.84,99.9
20260709_221337,364.71,529.11,594.57,99.9
20260709_221338,365.71,567.09,648.07,100.9
20260709_221339,366.71,591.1,665.94,99.9
20260709_221340,367.71,611.79,686.0,99.9
20260709_221341,368.72,632.13,706.16,98.8
20260709_221342,369.72,651.59,726.2,100.9
20260709_221343,370.72,673.36,746.78,99.9
20260709_221344,371.72,696.02,771.38,99.9
20260709_221345,372.72,719.59,793.47,99.7
20260709_221346,373.73,743.79,817.57,99.8
20260709_221347,374.73,203.57,276.72,-1272.5
20260709_221348,375.73,304.84,369.88,99.9
20260709_221349,376.73,332.15,395.59,99.9
20260709_221350,377.73,170.03,244.88,-215.7
20260709_221351,378.73,273.56,343.96,100.9
20260709_221352,379.73,305.29,369.57,98.9
20260709_221353,380.74,329.22,392.38,99.8
20260709_221354,381.74,148.73,227.02,-311.6
20260709_221355,382.74,207.81,280.8,39.9
20260709_221356,383.74,247.62,312.19,100.8
20260709_221357,384.74,239.5,314.11,-84.9
20260709_221358,385.74,277.2,342.06,98.9
20260709_221359,386.74,302.27,366.2,100.9
20260709_221400,387.75,118.68,194.62,-265.6
20260709_221401,388.75,243.06,310.18,99.9
20260709_221402,389.75,273.75,348.96,-33.0
20260709_221403,390.75,322.98,389.08,98.9
20260709_221404,391.75,125.09,198.99,-158.8
20260709_221405,392.75,261.32,333.64,99.8
20260709_221406,393.75,293.23,358.82,98.9
20260709_221407,394.76,317.78,383.42,100.8
20260709_221408,395.76,252.24,322.07,-243.6
20260709_221409,396.76,359.05,425.88,99.9
20260709_221410,397.76,382.87,449.42,99.9
20260709_221411,398.76,398.3,459.66,100.8
20260709_221412,399.77,411.95,473.78,98.6
20260709_221413,400.77,429.7,490.25,99.9
20260709_221414,401.77,450.06,510.57,100.9
20260709_221415,402.77,193.41,267.83,-620.1
20260709_221416,403.77,226.11,296.7,2.0
20260709_221417,404.77,377.87,447.59,98.8
20260709_221418,405.77,406.75,468.57,100.9
20260709_221419,406.78,434.02,494.75,99.9
20260709_221420,407.78,110.67,187.18,-347.6
20260709_221421,408.78,52.79,114.07,-13.0
20260709_221422,409.78,167.8,228.59,70.9
20260709_221423,410.78,52.7,114.07,-71.8
20260709_221424,411.78,185.9,252.33,54.9
20260709_221425,412.78,166.84,236.59,-20.0
20260709_221426,413.79,334.46,400.41,99.9
20260709_221427,414.79,371.26,429.53,99.9
20260709_221428,415.79,372.27,429.53,99.8
20260709_221429,416.79,145.59,221.87,-307.6
20260709_221430,417.79,56.64,140.05,-22.0
20260709_221431,418.79,273.36,346.38,87.9
20260709_221432,419.8,312.11,378.45,100.8
20260709_221433,420.8,56.18,140.05,-188.7
20260709_221434,421.8,242.77,305.9,87.9
20260709_221435,422.8,108.33,183.73,-81.9
20260709_221436,423.8,237.35,301.34,100.9
20260709_221437,424.8,263.05,325.18,99.9
20260709_221438,425.8,215.58,284.7,-142.8
20260709_221439,426.81,286.25,351.2,99.8
20260709_221440,427.81,323.74,379.89,99.9
20260709_221441,428.81,372.59,429.35,99.9
20260709_221442,429.81,396.64,451.44,99.9
20260709_221443,430.81,399.41,453.64,99.9
20260709_221444,431.81,399.79,453.64,100.9
20260709_221445,432.81,410.55,464.13,99.8
20260709_221446,433.81,410.86,464.45,99.9
20260709_221447,434.82,410.98,464.48,99.9
20260709_221448,435.82,411.14,464.57,99.9
20260709_221449,436.82,143.07,216.82,-1041.6
20260709_221450,437.82,331.02,400.67,99.9
20260709_221451,438.82,368.62,430.81,99.8
20260709_221452,439.82,382.53,442.55,99.9
20260709_221453,440.82,391.38,451.75,99.9
20260709_221454,441.83,391.9,452.21,100.7
20260709_221455,442.83,415.71,476.07,99.9
20260709_221456,443.83,450.59,510.8,99.9
20260709_221457,444.83,173.27,248.79,-688.2
20260709_221458,445.83,210.77,276.46,22.0
20260709_221459,446.84,57.7,140.11,-53.9
20260709_221500,447.84,66.95,143.81,-2.0
20260709_221501,448.84,55.69,137.8,0.0
20260709_221502,449.84,212.68,279.54,86.7
20260709_221503,450.84,62.09,139.39,-89.9
20260709_221504,451.85,128.72,203.82,23.9
20260709_221505,452.85,167.54,244.32,12.0
20260709_221506,453.85,193.05,269.34,13.0
20260709_221507,454.85,141.39,216.63,-25.0
20260709_221508,455.85,190.41,265.13,22.0
20260709_221509,456.85,55.08,137.51,-45.9
20260709_221510,457.86,66.81,143.77,2.0
20260709_221511,458.86,140.96,214.63,23.0
20260709_221512,459.86,186.81,263.07,19.0
20260709_221513,460.86,201.27,274.81,11.0
20260709_221514,461.86,55.43,137.51,-53.9
20260709_221515,462.86,97.08,175.28,8.0
20260709_221516,463.86,135.23,210.31,13.0
20260709_221517,464.87,72.93,152.27,-16.0
20260709_221518,465.87,116.04,190.78,9.0
20260709_221519,466.87,167.75,244.41,21.0
20260709_221520,467.87,208.53,275.52,19.9
20260709_221521,468.87,64.46,146.38,-49.9
20260709_221522,469.87,109.79,186.07,5.0
20260709_221523,470.88,165.02,240.31,22.0
20260709_221524,471.88,192.18,267.36,14.0
20260709_221525,472.88,50.68,110.64,-48.9
20260709_221526,473.88,193.95,263.81,49.9
20260709_221527,474.88,359.03,425.99,99.9
20260709_221528,475.88,421.0,486.54,99.9
20260709_221529,476.88,448.76,508.23,100.9
20260709_221530,477.88,475.2,533.53,99.9
20260709_221531,478.89,52.82,91.68,-447.4
20260709_221532,479.89,263.46,347.5,77.8
20260709_221533,480.89,378.47,460.89,98.9
20260709_221534,481.89,461.93,527.57,99.9
20260709_221535,482.89,521.77,595.42,100.9
20260709_221536,483.89,548.16,620.82,98.8
20260709_221537,484.9,575.36,641.02,100.8
20260709_221538,485.9,593.04,657.18,99.9
20260709_221539,486.9,615.15,679.45,99.8
20260709_221540,487.9,642.61,705.07,99.9
20260709_221541,488.9,679.33,758.39,100.9
20260709_221542,489.91,699.32,780.83,99.7
20260709_221543,490.91,716.5,796.83,99.8
20260709_221544,491.91,181.29,266.57,-1131.3
20260709_221545,492.91,348.66,431.38,98.6
20260709_221546,493.91,430.21,512.94,100.8
20260709_221547,494.92,467.7,543.94,98.9
20260709_221548,495.92,497.8,573.09,99.9
20260709_221549,496.92,261.93,345.39,-375.4
20260709_221550,497.92,378.79,461.03,98.6
20260709_221551,498.92,481.94,561.86,100.9
20260709_221552,499.93,516.14,590.26,98.9
20260709_221553,500.93,496.35,552.84,99.9
20260709_221554,501.93,498.66,554.84,100.9
20260709_221555,502.93,503.97,559.87,99.9
20260709_221556,503.93,100.12,177.18,-656.2
20260709_221557,504.93,345.05,426.28,99.8
20260709_221558,505.93,447.89,530.53,99.9
20260709_221559,506.94,523.38,603.76,99.9
20260709_221600,507.94,636.81,722.84,99.8
20260709_221601,508.94,669.07,755.78,100.8
20260709_221602,509.94,697.06,783.47,99.9
20260709_221603,510.94,719.37,800.52,98.9
20260709_221604,511.94,752.76,832.62,100.9
20260709_221605,512.94,775.78,854.89,99.9
20260709_221606,513.95,792.87,870.46,99.9
20260709_221607,514.95,793.31,870.46,99.9
20260709_221608,515.95,794.97,872.02,100.9
20260709_221609,516.95,804.47,881.61,98.9
20260709_221610,517.95,806.72,883.75,100.9
20260709_221611,518.95,806.95,883.75,99.9
20260709_221612,519.95,101.3,178.87,-1499.8
20260709_221613,520.96,342.75,424.51,100.9
20260709_221614,521.96,440.91,523.9,98.9
20260709_221615,522.96,509.83,584.67,99.9
20260709_221616,523.96,550.36,624.23,99.9
20260709_221617,524.96,576.33,642.78,100.9
20260709_221618,525.96,596.94,661.61,98.8
20260709_221619,526.96,619.14,684.08,100.9
20260709_221620,527.97,644.19,708.73,99.9
20260709_221621,528.97,679.55,760.97,98.9
20260709_221622,529.97,697.42,779.04,100.9
20260709_221623,530.97,65.25,148.41,-993.5
20260709_221624,531.98,217.98,303.14,71.7
20260709_221625,532.98,376.32,458.68,98.8
20260709_221626,533.98,458.1,539.43,100.9
20260709_221627,534.98,491.27,567.54,99.9
20260709_221628,535.98,513.66,588.75,99.9
20260709_221629,536.98,502.97,559.38,99.9
20260709_221630,537.98,253.23,336.76,-520.8
20260709_221631,538.99,380.21,462.26,99.9
20260709_221632,539.99,481.87,546.96,99.8
20260709_221633,540.99,520.74,585.64,98.9
20260709_221634,541.99,594.78,679.69,100.9
20260709_221635,542.99,573.95,650.77,99.7
20260709_221636,544.0,591.39,666.8,99.7
20260709_221637,545.0,607.71,682.99,99.7
20260709_221638,546.0,637.51,711.96,99.9
20260709_221639,547.0,656.28,730.25,100.8
20260709_221640,548.0,676.46,750.5,99.7
20260709_221641,549.01,700.93,773.13,99.9
20260709_221642,550.01,719.05,791.19,100.8
20260709_221643,551.01,740.27,812.27,98.9
20260709_221644,552.01,775.19,847.55,100.9
20260709_221645,553.01,821.95,893.5,99.9
20260709_221646,554.01,839.54,912.16,99.7
20260709_221647,555.02,847.32,921.52,99.9
20260709_221648,556.02,839.76,913.52,98.9
20260709_221649,557.02,113.19,182.61,-1849.3
20260709_221650,558.02,313.9,381.21,100.7
20260709_221651,559.02,381.45,448.05,99.8
20260709_221652,560.03,409.31,470.44,98.9
20260709_221653,561.03,427.55,486.58,99.9
20260709_221654,562.03,442.11,500.63,99.9
20260709_221655,563.03,52.8,114.07,-514.4
20260709_221656,564.03,201.32,273.73,52.9
20260709_221657,565.03,313.12,382.0,98.9
20260709_221658,566.03,346.5,407.81,100.9
20260709_221659,567.03,365.55,426.48,99.9
20260709_221700,568.04,135.93,213.15,-326.1
20260709_221701,569.04,159.94,234.48,10.0
20260709_221702,570.04,159.32,234.49,-4.0
20260709_221703,571.04,154.38,231.07,-2.0
20260709_221704,572.04,52.73,114.19,-29.0
20260709_221705,573.05,237.27,321.84,61.9
20260709_221706,574.05,378.3,460.45,98.9
20260709_221707,575.05,469.71,534.52,100.9
20260709_221708,576.05,522.96,587.07,99.8
20260709_221709,577.05,550.08,614.22,100.9
20260709_221710,578.05,588.26,663.48,99.8
20260709_221711,579.06,610.59,685.7,98.9
20260709_221712,580.06,635.55,708.78,100.9
20260709_221713,581.06,669.0,743.11,99.9
20260709_221714,582.06,692.89,767.62,99.9
20260709_221715,583.06,715.15,789.9,100.9
20260709_221716,584.06,734.69,807.98,99.9
20260709_221717,585.06,52.76,114.19,-1161.6
20260709_221718,586.06,261.99,344.39,70.8
20260709_221719,587.07,381.84,462.58,98.9
20260709_221720,588.07,469.21,550.0,99.9
20260709_221721,589.07,507.7,587.86,99.9
20260709_221722,590.07,497.41,557.17,100.8
20260709_221723,591.07,514.36,589.17,99.9
20260709_221724,592.07,515.74,589.97,98.9
20260709_221725,593.07,520.93,594.38,99.9
20260709_221726,594.08,528.93,603.16,100.9
20260709_221727,595.08,548.74,622.17,98.9
20260709_221728,596.08,571.99,645.58,100.9
20260709_221729,597.08,601.18,673.95,98.9
20260709_221730,598.08,626.48,699.95,100.6
20260709_221731,599.08,651.23,723.46,99.9
20260709_221732,600.09,37.1,105.5,-1368.8
20260709_221733,601.09,194.11,279.52,40.9
20260709_221734,602.09,370.87,452.77,98.8
20260709_221735,603.09,452.82,535.82,99.9
20260709_221736,604.09,507.38,572.7,99.9
20260709_221737,605.1,536.39,603.75,99.9
20260709_221738,606.1,571.98,649.58,99.9
20260709_221739,607.1,588.6,663.64,99.9
20260709_221740,608.1,608.34,684.11,99.9
20260709_221741,609.1,631.47,706.3,99.9
20260709_221742,610.1,658.46,732.64,100.8
20260709_221743,611.1,678.86,754.29,99.9
20260709_221744,612.11,703.43,779.29,99.9
20260709_221745,613.11,729.6,804.29,99.9
20260709_221746,614.11,52.84,114.19,-1239.5
20260709_221747,615.11,231.0,314.88,59.9
20260709_221748,616.11,375.93,457.09,99.9
20260709_221749,617.11,428.89,510.65,99.9
20260709_221750,618.11,458.11,532.07,99.9
20260709_221751,619.11,487.17,562.05,99.9
20260709_221752,620.12,52.69,114.19,-458.5
20260709_221753,621.12,84.92,173.4,7.0
20260709_221754,622.12,318.59,401.56,100.8
20260709_221755,623.12,409.01,490.08,99.8
20260709_221756,624.12,432.14,506.86,98.9
20260709_221757,625.12,451.26,525.07,100.9
20260709_221758,626.12,175.96,258.45,-372.5
20260709_221759,627.13,363.86,447.59,99.9
20260709_221800,628.13,421.65,504.07,99.7
20260709_221801,629.13,450.71,527.16,99.8
20260709_221802,630.13,471.23,547.29,99.9
20260709_221803,631.13,55.21,138.21,-433.4
20260709_221804,632.14,281.7,364.62,84.8
20260709_221805,633.14,382.0,463.94,100.8
20260709_221806,634.14,452.12,532.63,99.9
20260709_221807,635.14,484.21,560.32,99.8
20260709_221808,636.14,501.34,576.32,100.9
20260709_221809,637.15,520.34,594.52,98.6
20260709_221810,638.15,507.47,565.62,100.9
20260709_221811,639.15,240.37,324.84,-618.2
20260709_221812,640.15,375.84,459.12,99.9
20260709_221813,641.15,422.34,498.17,99.9
20260709_221814,642.15,150.93,234.99,-245.5
20260709_221816,643.16,351.06,434.45,99.8
20260709_221817,644.16,415.52,497.55,99.9
20260709_221818,645.16,439.5,515.13,99.9
20260709_221819,646.16,452.67,527.59,99.8
20260709_221820,647.16,469.89,543.84,99.8
20260709_221821,648.16,214.3,298.35,-460.3
20260709_221822,649.17,374.33,456.18,99.8
20260709_221823,650.17,415.18,496.61,99.9
20260709_221824,651.17,442.19,518.36,100.9
20260709_221825,652.17,55.23,138.33,-361.3
20260709_221826,653.17,291.88,375.0,86.9
20260709_221827,654.17,397.73,481.15,98.9
20260709_221828,655.17,432.86,509.14,100.9
20260709_221829,656.18,457.54,532.67,98.6
20260709_221830,657.18,45.37,132.66,-387.5
20260709_221831,658.18,200.62,266.04,89.8
20260709_221832,659.18,30.65,62.55,-89.7
20260709_221833,660.19,204.22,278.46,84.8
20260709_221834,661.19,54.38,137.25,-82.9
20260709_221835,662.19,216.68,283.52,90.7
20260709_221836,663.19,57.48,135.62,-87.8
20260709_221837,664.2,178.84,237.86,99.6
20260709_221838,665.2,140.21,210.83,-74.9
20260709_221839,666.2,191.19,251.0,99.8
20260709_221840,667.2,150.06,219.02,-99.8
20260709_221841,668.2,324.47,392.92,100.8
20260709_221842,669.21,413.57,480.73,98.9
20260709_221843,670.21,447.37,516.52,99.9
20260709_221844,671.21,489.84,568.16,100.9
20260709_221845,672.21,507.86,586.16,99.9
20260709_221846,673.21,510.35,584.69,99.9
20260709_221847,674.21,510.7,584.82,99.9
20260709_221848,675.21,510.9,584.87,99.8
20260709_221849,676.22,511.12,584.98,99.9
20260709_221850,677.22,511.94,587.02,100.7
20260709_221851,678.22,527.11,601.05,100.7
20260709_221852,679.22,550.72,626.27,98.9
20260709_221853,680.22,598.08,671.59,100.9
20260709_221854,681.22,621.33,695.43,98.9
20260709_221855,682.23,605.19,679.44,100.9
20260709_221856,683.23,601.61,675.44,99.9
20260709_221857,684.23,601.79,675.44,99.9
20260709_221858,685.23,63.47,102.56,-1717.9
20260709_221859,686.23,64.69,143.36,-11.0
20260709_221900,687.23,166.41,242.96,34.9
20260709_221901,688.24,224.89,291.26,99.8
20260709_221902,689.24,35.06,105.5,-135.8
20260709_221903,690.24,52.65,114.19,0.0
20260709_221904,691.24,199.16,274.68,51.9
20260709_221905,692.24,77.64,154.23,-43.9
20260709_221906,693.24,240.09,304.37,98.9
20260709_221907,694.24,52.94,114.19,-106.9
20260709_221908,695.25,69.34,134.02,1.0
20260709_221909,696.25,290.72,477.25,75.9
20260709_221910,697.25,119.59,187.12,-50.8
20260709_221911,698.26,52.79,114.19,-24.9
20260709_221912,699.26,131.55,218.73,19.0
20260709_221913,700.26,360.13,438.14,99.8
20260709_221914,701.26,416.78,493.79,99.9
20260709_221915,702.26,439.96,510.88,100.9
20260709_221916,703.26,464.46,533.68,98.9
20260709_221917,704.26,43.32,79.09,-418.5
20260709_221918,705.27,188.23,246.2,98.9
20260709_221919,706.27,58.57,141.76,-95.9
20260709_221920,707.27,52.86,114.19,-2.0
20260709_221921,708.27,232.89,304.82,76.9
20260709_221922,709.27,56.6,140.1,-71.9
20260709_221923,710.27,212.38,278.25,92.9
20260709_221924,711.27,195.15,269.91,-50.9
20260709_221925,712.28,294.3,364.94,100.8
20260709_221926,713.28,326.27,389.0,99.9
20260709_221927,714.28,351.34,415.18,98.9
20260709_221928,715.28,126.91,204.47,-321.6
20260709_221929,716.28,218.38,284.82,99.8
20260709_221930,717.28,182.38,258.33,-81.9
20260709_221931,718.28,33.74,101.96,-43.9
20260709_221932,719.28,113.45,172.53,93.9
20260709_221933,720.29,53.1,114.19,-92.8
20260709_221934,721.29,52.88,136.22,0.0
20260709_221935,722.29,50.6,110.52,-1.0
20260709_221936,723.29,190.59,265.85,54.9
20260709_221937,724.29,41.86,105.75,-54.9
20260709_221938,725.29,215.03,281.52,89.9
20260709_221939,726.3,186.41,261.23,-39.9
20260709_221940,727.3,115.29,193.82,-34.0
20260709_221941,728.3,104.62,181.96,11.0
20260709_221942,729.3,215.51,282.8,99.6
20260709_221943,730.3,185.21,261.5,-82.9
20260709_221944,731.3,53.04,114.32,-42.9
20260709_221945,732.31,212.95,280.94,75.9
20260709_221946,733.31,128.23,205.11,-55.9
20260709_221947,734.31,233.02,297.96,100.9
20260709_221948,735.31,124.55,189.18,-94.9
20260709_221949,736.31,53.01,114.32,-26.0
20260709_221950,737.31,225.99,298.02,67.9
20260709_221951,738.31,265.66,329.77,99.9
20260709_221952,739.31,130.29,207.14,-145.8
20260709_221953,740.32,236.43,303.41,100.9
20260709_221954,741.32,114.05,191.72,-107.7
20260709_221955,742.32,52.85,114.32,-15.0
20260709_221956,743.32,192.54,267.77,55.9
20260709_221957,744.32,98.04,170.02,-45.9
20260709_221958,745.32,130.32,203.97,14.0
20260709_221959,746.33,309.16,374.27,99.9
20260709_222000,747.33,75.89,154.45,-118.9
20260709_222001,748.33,233.89,298.96,99.9
20260709_222002,749.33,141.98,213.45,-74.9
20260709_222003,750.33,152.7,213.34,6.0
20260709_222004,751.33,178.53,253.67,7.0
20260709_222005,752.34,52.96,114.32,-42.9
20260709_222006,753.34,173.47,233.01,59.9
20260709_222007,754.34,157.53,231.45,-24.0
20260709_222008,755.34,321.26,389.95,99.6
20260709_222009,756.34,353.74,418.32,99.8
20260709_222010,757.35,368.38,428.81,100.9
20260709_222011,758.35,369.1,429.0,99.9
20260709_222012,759.35,369.37,429.02,99.8
20260709_222013,760.35,52.97,114.32,-535.3
20260709_222014,761.35,226.84,297.37,64.9
20260709_222015,762.35,355.19,423.69,99.9
20260709_222016,763.35,361.58,427.82,99.9
20260709_222017,764.36,370.39,432.39,99.9
20260709_222018,765.36,391.94,453.59,100.9
20260709_222019,766.36,409.34,470.45,98.9
20260709_222020,767.36,429.6,490.51,100.9
20260709_222021,768.36,458.45,517.69,99.9
20260709_222022,769.36,67.1,131.32,-766.1
20260709_222023,770.36,174.41,248.55,40.9
20260709_222024,771.36,319.96,389.2,99.9
20260709_222025,772.37,380.83,447.45,99.9
20260709_222026,773.37,36.84,105.63,-239.7
20260709_222027,774.37,191.77,263.96,46.9
20260709_222028,775.37,281.63,343.6,98.9
20260709_222029,776.37,314.01,373.77,100.9
20260709_222030,777.37,339.36,399.87,99.9
20260709_222031,778.37,49.02,133.08,-346.6
20260709_222032,779.38,238.29,303.5,89.9
20260709_222033,780.38,74.61,142.66,-86.9
20260709_222034,781.38,176.71,251.83,42.9
20260709_222035,782.38,53.02,114.32,-45.9
20260709_222036,783.38,147.24,1217.77,87.8
20260709_222037,784.38,216.95,1595.83,268.6
20260709_222038,785.38,498.38,1754.82,254.6
20260709_222039,786.39,683.18,1944.65,142.7
20260709_222040,787.39,850.2,2107.54,142.8
20260709_222041,788.39,930.16,2184.06,267.5
20260709_222042,789.39,993.55,2247.0,274.6
20260709_222043,790.4,1020.94,2275.0,261.9
20260709_222044,791.4,1045.5,2298.76,243.6
20260709_222045,792.4,1063.73,2317.76,228.8
20260709_222046,793.41,1076.4,2330.48,195.0
20260709_222047,794.42,1080.5,2333.98,185.0
20260709_222048,795.42,248.14,3369.34,-2493.3
20260709_222049,796.42,432.04,5582.86,131.8
20260709_222050,797.43,652.09,5909.2,374.6
20260709_222051,798.43,693.64,5917.23,389.9
20260709_222052,799.43,739.83,6001.66,379.4
20260709_222053,800.44,785.31,6003.43,351.0
20260709_222054,801.44,762.4,5978.02,388.5
20260709_222055,802.45,647.79,5850.57,369.5
20260709_222056,803.45,374.62,4643.2,-2299.6
20260709_222057,804.45,265.87,13775.53,-31.0
20260709_222058,805.45,406.86,35272.62,129.8
20260709_222059,806.46,491.91,36872.3,216.7
20260709_222100,807.46,612.52,36975.29,197.7
20260709_222101,808.46,642.86,37003.96,164.7
20260709_222102,809.46,687.55,37051.35,148.7
20260709_222103,810.46,833.79,37196.61,161.8
20260709_222104,811.46,942.27,37302.68,152.8
20260709_222105,812.47,1035.85,37396.93,143.6
20260709_222106,813.47,1073.51,37435.21,186.7
20260709_222107,814.47,1069.22,37435.21,177.7
20260709_222108,815.47,1073.88,37435.89,176.7
20260709_222109,816.48,1077.73,37436.05,165.5
20260709_222110,817.48,1115.55,37462.09,152.3
20260709_222111,818.48,1145.89,37493.2,164.8
20260709_222112,819.48,1209.29,37554.45,196.6
20260709_222113,820.49,1243.67,37588.19,223.4
20260709_222114,821.49,1301.41,37600.83,192.5
20260709_222115,822.49,1383.06,48506.55,177.6
20260709_222116,823.49,1439.78,48589.87,212.5
20260709_222117,824.49,1532.41,48677.23,150.8
20260709_222118,825.5,1589.9,48739.48,139.6
20260709_222119,826.5,1563.2,48713.05,240.2
20260709_222120,827.5,1565.41,48714.02,147.8
20260709_222121,828.5,1565.27,48714.34,139.8
20260709_222122,829.51,1573.75,48715.1,132.8
20260709_222123,830.51,1546.43,48684.11,145.8
20260709_222124,831.51,1637.15,48768.91,161.8
20260709_222125,832.51,1709.78,48841.66,144.8
20260709_222126,833.51,1777.19,48908.58,237.7
20260709_222127,834.52,1773.46,48899.28,223.7
20260709_222128,835.52,1779.07,48900.2,145.8
20260709_222129,836.52,1780.98,48902.22,133.8
20260709_222130,837.53,1809.98,48910.51,164.6
20260709_222131,838.53,1820.75,48916.81,150.7
20260709_222132,839.54,1871.26,48950.1,177.5
20260709_222133,840.54,1877.56,48955.66,340.0
20260709_222134,841.54,1872.95,48959.96,179.7
20260709_222135,842.55,1915.32,48990.02,196.2
20260709_222136,843.55,1950.42,49031.52,153.7
20260709_222137,844.55,1985.91,49074.27,181.4
20260709_222138,845.56,2035.16,49124.66,164.3
20260709_222139,846.56,2061.09,49150.41,298.7
20260709_222140,847.56,2060.86,49150.43,228.5
20260709_222141,848.56,2062.25,49151.74,169.7
20260709_222142,849.57,2084.78,49174.0,132.6
20260709_222143,850.57,2145.04,49234.33,150.8
20260709_222144,851.57,2162.76,49252.33,157.7
20260709_222145,852.57,2187.34,49276.53,144.8
20260709_222146,853.57,2215.07,49304.66,139.8
20260709_222147,854.58,2226.06,49315.73,118.8
20260709_222148,855.58,2231.85,49320.98,109.8
20260709_222149,856.58,2231.87,49320.98,99.8
20260709_222150,857.58,2232.02,49320.98,105.8
20260709_222151,858.58,2259.77,49348.73,222.2
20260709_222152,859.6,2272.03,49366.38,330.3
20260709_222153,860.61,2288.97,49405.21,209.3
20260709_222154,861.61,2336.94,49440.17,111.8
20260709_222155,862.62,2372.62,49452.25,99.7
20260709_222156,863.62,2432.12,49517.0,107.6
20260709_222157,864.62,2483.96,49582.36,110.7
20260709_222158,865.63,2529.39,49583.34,111.5
20260709_222159,866.63,2609.23,49648.79,100.8
20260709_222200,867.63,2650.06,49713.49,139.7
20260709_222201,868.64,2668.77,49777.56,391.2
20260709_222202,869.65,2668.5,49795.0,314.7
20260709_222203,870.66,2689.19,49819.23,375.3
20260709_222204,871.66,2757.79,49852.57,175.6
20260709_222205,872.66,2819.83,49906.2,335.5
20260709_222206,873.67,2830.76,50477.48,198.2
20260709_222207,874.67,2875.76,61347.32,127.8
20260709_222208,875.67,2922.46,81861.36,137.8
20260709_222209,876.67,2959.09,81898.15,106.8
20260709_222210,877.68,2988.15,81916.6,123.8
20260709_222211,878.68,3005.14,81932.23,257.8
20260709_222212,879.68,2833.66,81799.78,335.8
20260709_222213,880.69,2897.34,82481.1,221.0
20260709_222214,881.69,52.35,109.81,-13805.4
20260709_222215,882.69,109.4,187.71,-12.0
20260709_222216,883.69,68.63,150.59,2.0
20260709_222217,884.7,276.21,360.07,72.9
20260709_222218,885.7,381.5,463.33,99.8
20260709_222219,886.7,481.08,563.97,99.6
20260709_222220,887.7,519.81,599.57,99.8
20260709_222221,888.7,510.73,569.05,99.9
20260709_222222,889.71,516.26,573.88,98.9
20260709_222223,890.71,521.99,578.54,100.9
20260709_222224,891.71,52.8,114.32,-691.1
20260709_222225,892.71,206.34,285.68,45.9
20260709_222226,893.71,364.01,441.7,100.8
20260709_222227,894.71,493.93,570.85,98.9
20260709_222228,895.71,553.97,637.0,99.9
20260709_222229,896.72,595.85,677.74,99.9
20260709_222230,897.72,613.96,689.9,99.8
20260709_222231,898.72,629.36,704.34,99.9
20260709_222232,899.72,44.3,79.51,-643.1
20260709_222233,900.72,276.82,355.33,73.9
20260709_222234,901.72,398.05,474.59,99.9
20260709_222235,902.72,547.57,624.04,99.9
20260709_222236,903.73,578.32,660.59,100.9
20260709_222237,904.73,603.93,678.45,98.9
20260709_222238,905.73,619.94,694.45,100.9
20260709_222239,906.73,638.85,712.61,99.9
20260709_222240,907.73,45.18,82.15,98.9
20260709_222241,908.73,219.61,297.78,-714.6
20260709_222242,909.74,359.36,436.01,99.8
20260709_222243,910.74,456.61,533.09,100.8
20260709_222244,911.74,553.62,630.3,98.8
20260709_222245,912.74,544.58,620.81,100.8
20260709_222246,913.74,633.66,715.66,99.8
20260709_222247,914.74,661.36,741.86,99.9
20260709_222248,915.74,686.83,763.79,98.9
20260709_222249,916.75,709.3,783.85,100.9
20260709_222250,917.75,729.08,803.98,99.8
20260709_222251,918.75,749.26,824.02,99.8
20260709_222252,919.75,769.36,843.11,100.8
20260709_222253,920.75,788.15,861.43,98.9
20260709_222254,921.75,52.79,114.32,-1260.4
20260709_222255,922.76,52.64,114.32,0.0
20260709_222256,923.76,230.85,315.74,58.9
20260709_222257,924.76,375.71,458.32,99.8
20260709_222258,925.76,443.34,525.47,100.9
20260709_222259,926.77,463.73,539.77,98.6
20260709_222300,927.77,488.48,563.61,100.8
20260709_222301,928.77,53.11,136.35,-458.4
20260709_222302,929.77,276.69,345.18,86.9
20260709_222303,930.77,379.21,446.49,98.9
20260709_222304,931.77,430.61,491.61,100.8
20260709_222305,932.78,457.58,517.23,99.9
20260709_222306,933.78,78.71,143.02,-382.5
20260709_222307,934.78,274.07,358.64,73.9
20260709_222308,935.78,392.06,473.87,100.9
20260709_222309,936.78,429.83,512.54,99.9
20260709_222310,937.78,457.43,531.59,99.8
20260709_222311,938.79,476.07,549.93,100.9
20260709_222312,939.79,495.08,568.13,98.9
20260709_222313,940.79,516.87,590.23,100.9
20260709_222314,941.79,76.33,145.38,-676.1
20260709_222315,942.79,26.19,56.31,-4.0
20260709_222316,943.8,110.02,186.16,13.9
20260709_222317,944.8,317.34,389.9,99.9
20260709_222318,945.8,52.89,114.44,-112.9
20260709_222319,946.8,202.66,278.46,62.9
20260709_222320,947.8,81.04,145.5,-57.9
20260709_222321,948.8,228.43,299.15,75.9
